,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
33157,27,blue-collar,single,basic.4y,no,yes,no,cellular,may,tue,206,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
11656,37,admin.,married,basic.6y,no,no,no,telephone,jun,fri,126,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
18591,39,services,single,high.school,no,yes,no,cellular,jul,thu,91,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
1662,36,unemployed,divorced,professional.course,unknown,yes,no,telephone,may,fri,705,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
38210,38,admin.,married,university.degree,no,yes,no,cellular,oct,wed,90,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,no
23793,40,self-employed,married,university.degree,no,no,no,cellular,aug,fri,144,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
24408,32,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,160,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
18880,33,admin.,divorced,university.degree,no,no,yes,cellular,aug,mon,119,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
20701,54,blue-collar,married,basic.4y,unknown,unknown,unknown,cellular,aug,wed,88,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
23671,39,technician,divorced,professional.course,no,yes,no,cellular,aug,thu,23,17,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
12772,32,admin.,single,university.degree,no,yes,no,cellular,jul,tue,59,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
8659,50,admin.,married,high.school,unknown,no,no,telephone,jun,wed,144,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
22948,50,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,mon,106,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35387,33,technician,single,university.degree,no,no,no,cellular,may,fri,204,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
5649,48,technician,married,basic.4y,unknown,yes,yes,telephone,may,mon,207,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
7949,36,admin.,married,university.degree,no,yes,no,telephone,jun,mon,149,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
37062,43,admin.,divorced,university.degree,no,no,no,cellular,jul,wed,281,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,no
10962,58,management,unknown,university.degree,no,no,no,telephone,jun,wed,16,9,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
467,57,management,married,professional.course,unknown,yes,no,telephone,may,tue,699,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35967,35,admin.,married,university.degree,no,yes,no,cellular,may,mon,109,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
4248,49,blue-collar,married,unknown,unknown,yes,no,telephone,may,tue,171,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
11237,43,technician,married,basic.9y,unknown,yes,no,telephone,jun,thu,176,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1667,28,services,single,high.school,no,yes,yes,telephone,may,fri,386,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
25462,38,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,112,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
17500,37,admin.,married,university.degree,no,no,no,cellular,jul,mon,60,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6335,37,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,335,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3013,51,self-employed,married,basic.4y,unknown,no,yes,telephone,may,wed,91,7,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
5662,56,retired,married,high.school,unknown,yes,yes,telephone,may,mon,77,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2159,48,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,262,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
16302,38,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,102,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30024,45,technician,divorced,university.degree,no,no,yes,telephone,apr,wed,101,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
25876,37,management,divorced,university.degree,no,yes,no,cellular,nov,wed,259,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
37614,34,technician,married,university.degree,no,no,no,cellular,aug,mon,473,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,no
13122,40,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,wed,207,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
24093,24,management,single,university.degree,no,no,yes,telephone,nov,mon,107,1,999,0,nonexistent,-0.1,93.2,-42.0,4.406,5195.8,no
15601,33,admin.,single,university.degree,no,no,no,cellular,jul,mon,190,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
15596,37,technician,single,professional.course,no,no,no,telephone,jul,mon,280,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
14767,34,technician,divorced,professional.course,no,no,no,cellular,jul,wed,130,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
40572,37,admin.,married,university.degree,no,no,no,telephone,sep,wed,150,1,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,no
15332,53,services,divorced,basic.9y,no,no,no,cellular,jul,fri,127,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
39093,76,retired,divorced,professional.course,no,yes,no,cellular,dec,thu,956,1,999,0,nonexistent,-3.0,92.713,-33.0,0.707,5023.5,no
21438,48,management,married,university.degree,no,yes,no,cellular,aug,tue,189,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2921,33,blue-collar,married,basic.4y,no,yes,yes,telephone,may,wed,220,7,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
26661,41,admin.,single,university.degree,no,yes,no,cellular,nov,thu,80,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
37858,28,student,single,professional.course,no,no,no,cellular,aug,fri,36,2,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,no
9002,47,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,955,4,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
13929,55,retired,married,university.degree,no,no,no,cellular,jul,fri,659,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30068,28,blue-collar,single,basic.9y,no,yes,yes,cellular,apr,thu,333,2,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,no
34431,32,admin.,married,university.degree,no,no,no,cellular,may,thu,57,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
22122,44,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,63,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
14922,26,technician,single,professional.course,no,yes,no,cellular,jul,wed,173,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
10862,34,services,married,basic.9y,no,no,no,telephone,jun,wed,37,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
33582,38,admin.,single,high.school,no,no,no,cellular,may,tue,96,6,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
39243,39,admin.,divorced,university.degree,no,yes,no,cellular,mar,thu,93,1,13,1,success,-1.8,93.369,-34.8,0.65,5008.7,no
34526,33,management,single,university.degree,no,yes,no,telephone,may,thu,112,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
20290,46,admin.,married,university.degree,no,no,no,cellular,aug,mon,67,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
14993,30,admin.,married,basic.6y,no,yes,yes,cellular,jul,thu,53,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
21215,34,admin.,married,university.degree,no,yes,no,cellular,aug,mon,98,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
9458,42,services,married,high.school,no,yes,yes,telephone,jun,fri,26,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
28879,39,blue-collar,married,unknown,unknown,yes,no,cellular,apr,thu,307,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
18011,39,admin.,single,university.degree,no,yes,yes,cellular,jul,wed,59,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
4806,42,technician,married,university.degree,unknown,no,no,telephone,may,wed,389,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
16187,51,entrepreneur,married,university.degree,unknown,yes,yes,cellular,jul,tue,140,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
10142,47,blue-collar,married,basic.4y,no,yes,no,telephone,jun,thu,309,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
12380,41,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,107,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
7340,41,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,121,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
23369,46,technician,divorced,professional.course,no,no,no,cellular,aug,wed,516,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
1740,36,self-employed,married,university.degree,no,no,no,telephone,may,fri,71,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
31583,30,blue-collar,single,basic.9y,no,no,yes,cellular,may,thu,252,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
25672,36,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,wed,325,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
5091,27,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,412,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1697,49,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
5103,28,technician,divorced,university.degree,no,no,no,telephone,may,fri,193,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19990,42,self-employed,married,university.degree,no,no,yes,cellular,aug,fri,327,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
2582,34,management,married,university.degree,no,yes,no,telephone,may,tue,230,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
19869,39,management,married,university.degree,no,no,no,cellular,aug,fri,108,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
30857,53,admin.,single,high.school,no,yes,no,cellular,may,tue,470,2,999,2,failure,-1.8,92.893,-46.2,1.344,5099.1,no
26582,33,entrepreneur,married,university.degree,no,yes,yes,cellular,nov,thu,141,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
4618,31,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,204,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
38851,37,entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,843,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
18891,44,services,married,professional.course,no,no,no,cellular,aug,mon,90,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
21519,31,management,married,university.degree,no,no,no,cellular,aug,tue,133,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
8126,48,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,153,9,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
24507,46,self-employed,married,university.degree,no,yes,no,cellular,nov,mon,581,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
14416,57,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,tue,101,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
20015,30,blue-collar,married,high.school,no,yes,no,cellular,aug,fri,765,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
20766,32,management,married,university.degree,no,yes,no,cellular,aug,wed,343,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
6110,57,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
17091,52,blue-collar,single,unknown,unknown,no,yes,cellular,jul,fri,137,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
10148,34,technician,married,professional.course,no,no,no,telephone,jun,thu,317,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
33268,21,services,single,high.school,no,no,no,cellular,may,tue,68,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
14244,47,blue-collar,married,basic.6y,no,no,no,cellular,jul,mon,126,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30128,31,management,single,university.degree,no,yes,no,cellular,apr,thu,211,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
32017,55,unemployed,divorced,university.degree,no,no,no,cellular,may,thu,190,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
1788,37,housemaid,married,basic.4y,unknown,yes,yes,telephone,may,fri,331,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
11761,30,admin.,divorced,high.school,no,no,no,telephone,jun,fri,13,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
5359,35,housemaid,married,high.school,no,yes,no,telephone,may,fri,82,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
15338,30,technician,married,professional.course,no,yes,yes,cellular,jul,fri,292,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
13502,34,technician,single,university.degree,no,yes,no,cellular,jul,thu,192,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
17792,50,technician,single,basic.4y,unknown,yes,no,cellular,jul,tue,96,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
14365,42,housemaid,married,high.school,no,yes,no,cellular,jul,mon,424,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29230,36,admin.,divorced,high.school,no,no,no,cellular,apr,fri,165,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
22849,51,services,married,high.school,no,yes,no,cellular,aug,mon,201,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
18911,45,technician,married,university.degree,unknown,yes,no,cellular,aug,mon,372,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
16306,34,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,tue,126,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
28348,47,admin.,married,unknown,no,no,yes,cellular,apr,wed,764,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
3050,58,retired,married,basic.9y,no,no,no,telephone,may,wed,256,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
38335,39,admin.,single,high.school,no,no,no,cellular,oct,fri,95,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,no
24464,40,blue-collar,married,basic.6y,no,no,no,cellular,nov,mon,128,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
23919,33,unemployed,married,university.degree,no,yes,no,cellular,aug,fri,54,8,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
28,54,technician,single,university.degree,unknown,no,no,telephone,may,mon,255,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
13246,44,technician,married,high.school,no,no,no,cellular,jul,wed,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
19513,45,blue-collar,married,professional.course,no,yes,no,cellular,aug,thu,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
14029,30,admin.,married,university.degree,no,no,no,cellular,jul,fri,1164,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
19025,41,technician,married,professional.course,no,no,no,cellular,aug,tue,269,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
29903,56,technician,married,professional.course,unknown,no,no,cellular,apr,mon,136,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6620,39,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,257,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
25918,42,services,married,professional.course,no,yes,yes,cellular,nov,wed,120,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
11878,28,blue-collar,married,unknown,unknown,no,no,telephone,jun,fri,20,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
17728,43,management,divorced,university.degree,no,yes,no,cellular,jul,tue,76,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
5323,47,services,married,professional.course,no,yes,no,telephone,may,fri,226,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
16319,37,self-employed,divorced,professional.course,no,yes,no,cellular,jul,tue,437,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
26380,29,blue-collar,married,high.school,no,yes,no,cellular,nov,thu,168,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
2110,37,entrepreneur,single,university.degree,no,yes,no,telephone,may,mon,744,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
18960,58,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,190,3,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
14605,37,services,married,high.school,no,yes,no,cellular,jul,tue,331,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
41152,26,management,single,university.degree,no,yes,no,cellular,nov,mon,112,5,999,0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6,no
21596,31,unemployed,married,university.degree,no,no,no,cellular,aug,tue,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
33831,43,blue-collar,married,basic.4y,no,no,yes,cellular,may,wed,589,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
30405,37,admin.,married,high.school,no,no,no,cellular,apr,thu,73,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
12610,49,blue-collar,married,unknown,unknown,unknown,unknown,cellular,jul,mon,375,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
14675,35,admin.,married,university.degree,no,unknown,unknown,telephone,jul,tue,78,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
39916,35,technician,divorced,professional.course,no,yes,yes,cellular,jun,wed,181,1,999,0,nonexistent,-1.7,94.055,-39.8,0.739,4991.6,no
33723,37,admin.,married,university.degree,no,yes,yes,cellular,may,wed,318,7,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
8720,40,management,married,basic.6y,unknown,yes,no,telephone,jun,wed,229,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
19392,46,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,269,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
23300,45,technician,single,professional.course,no,yes,no,cellular,aug,wed,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
35930,46,admin.,single,university.degree,no,no,no,cellular,may,mon,344,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
37839,48,management,married,university.degree,unknown,yes,no,cellular,aug,fri,207,3,999,1,failure,-2.9,92.201,-31.4,0.825,5076.2,no
81,51,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,mon,212,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
21028,32,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,153,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20692,52,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,269,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
17420,57,self-employed,married,university.degree,unknown,yes,no,telephone,jul,mon,40,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35857,30,admin.,married,university.degree,no,yes,no,cellular,may,fri,158,1,999,1,failure,-1.8,92.893,-46.2,1.259,5099.1,no
21334,45,admin.,married,high.school,no,yes,yes,cellular,aug,mon,124,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
18376,33,technician,single,professional.course,no,no,no,cellular,jul,thu,194,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
35450,38,admin.,single,university.degree,no,yes,yes,telephone,may,mon,193,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
4897,57,management,married,basic.9y,no,no,no,telephone,may,wed,890,26,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
13313,30,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,80,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34395,33,admin.,single,university.degree,no,yes,yes,cellular,may,thu,255,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
33177,27,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,631,1,11,1,success,-1.8,92.893,-46.2,1.291,5099.1,no
11466,29,admin.,married,university.degree,no,yes,yes,telephone,jun,fri,95,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
2559,51,entrepreneur,married,basic.9y,no,yes,no,telephone,may,tue,142,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33557,28,services,single,high.school,no,yes,no,cellular,may,tue,194,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
19325,33,technician,single,professional.course,no,yes,no,cellular,aug,wed,244,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
19779,51,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,207,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
33522,28,student,single,university.degree,unknown,no,no,cellular,may,tue,135,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
24146,41,entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,163,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
33040,46,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,471,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
10259,52,unknown,married,basic.4y,no,no,no,telephone,jun,mon,253,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
23593,29,management,single,university.degree,no,yes,no,cellular,aug,thu,82,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
32570,39,admin.,married,university.degree,no,yes,no,cellular,may,mon,156,7,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
40698,29,technician,single,professional.course,no,yes,no,cellular,sep,mon,157,7,3,5,success,-1.1,94.199,-37.5,0.879,4963.6,no
27770,41,technician,single,professional.course,no,yes,no,cellular,mar,mon,101,1,999,0,nonexistent,-1.8,92.843,-50.0,1.703,5099.1,no
